S.No.,AOC Date,e-Published Date,Title and Ref.No./Tender Id,State Name
b'34011.',b'30-Jul-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'Improvement of road by cement concrete at Nayabahadurpur Anarul Sk Shop to Khairul Sk house of Nurpur GP under suti-I Block/ 001/PRO/NURPUR/20-21(2ND CALL) / 2020_ZPHD_289764_17',b'West Bengal',b'2020_ZPHD_289764_17'
b'34012.',b'30-Jul-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'Improvement of road by cement concrete at Nurpur kalu Sk house to saiful Munsi house via Tamij Sk via Lalbahadur house Nurpur GP under suti-I Block/ 001/PRO/NURPUR/20-21(2ND CALL) / 2020_ZPHD_289764_3',b'West Bengal',b'2020_ZPHD_289764_3'
b'34013.',b'30-Jul-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'Improvement of road  and Drain by cement concrete at Nurpur Nazrul Sk house to Ummar Ali house of Nurpur GP under suti-I Block/ 001/PRO/NURPUR/20-21(2ND CALL) / 2020_ZPHD_289764_2',b'West Bengal',b'2020_ZPHD_289764_2'
b'34014.',b'30-Jul-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'Improvement of road  and Drain by cement concrete at Nurpur Enamul Sk house to Fajlul Hoque house Nurpur GP under suti-I Block./ 001/PRO/NURPUR/20-21(2ND CALL) / 2020_ZPHD_289764_1',b'West Bengal',b'2020_ZPHD_289764_1'
b'34015.',b'30-Jul-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'Improvement of road by cement concrete at Bahadurpur Yeakub Islam house to Mofikul Islam house/ 001/PRO/NURPUR/20-21(2ND CALL) / 2020_ZPHD_289764_15',b'West Bengal',b'2020_ZPHD_289764_15'
b'34016.',b'30-Jul-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'Improvement of road by cement concrete at Khoribona Jakir Munsi house to Anarul Sk house Nurpur GP under suti-I Block/ 001/PRO/NURPUR/20-21(2ND CALL) / 2020_ZPHD_289764_10',b'West Bengal',b'2020_ZPHD_289764_10'
b'34017.',b'30-Jul-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'Improvement of road by cement concrete at Nayabahadurpur Main Road to Nurul Doctor house of Nurpur GP under suti-I Block/ 001/PRO/NURPUR/20-21(2ND CALL) / 2020_ZPHD_289764_12',b'West Bengal',b'2020_ZPHD_289764_12'
b'34018.',b'17-Aug-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'CONSTRUCTION OF CONCRETE ROAD FROM JAMTHOLE DOMPARA TO PITCH ROAD  WITHIN DHABAN GRAM PANCHAYET UNDER 14TH CFC (BG) FUND DURING THE YEAR 2019-20/ NIeT-21 / 2020_ZPHD_289731_1',b'West Bengal',b'2020_ZPHD_289731_1'
b'34019.',b'30-Jul-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'Improvement of road by cement concrete at Fatepur from Robi sk to CC Road of Nurpur GP under suti-I Block/ 001/PRO/NURPUR/20-21(2ND CALL) / 2020_ZPHD_289764_18',b'West Bengal',b'2020_ZPHD_289764_18'
b'34020.',b'30-Dec-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'P/L interlocking tile Deputy Printing Press Wali Gali and link streets W.No. 30/ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_25',b'Punjab',b'2020_DLG_50541_25'
b'34001.',b'30-Jul-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'Improvement of road by cement concrete at Fatepur from Fatepur Juma Masjit to Main road  Nurpur GP under suti-I Block/ 001/PRO/NURPUR/20-21(2ND CALL) / 2020_ZPHD_289764_7',b'West Bengal',b'2020_ZPHD_289764_7'
b'34002.',b'30-Jul-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'Improvement of road by cement concrete at Fatepur from Serajul Sk house to Habibur Rahaman house of Nurpur GP under suti-I Block/ 001/PRO/NURPUR/20-21(2ND CALL) / 2020_ZPHD_289764_9',b'West Bengal',b'2020_ZPHD_289764_9'
b'34003.',b'30-Jul-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'Improvement of road and Gard Wall by cement concret  at Nurpur from CC road to Jumma Masjid of Nurpur GP under Suti-I Block./ 001/PRO/NURPUR/20-21(2ND CALL) / 2020_ZPHD_289764_5',b'West Bengal',b'2020_ZPHD_289764_5'
b'34004.',b'30-Dec-2020 12:00 AM',b'15-Jul-2020 06:00 PM',"b'P/L interlocking tile Goniana Road St. No. 11 and 17,  W.No. 18./ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_36'",b'Punjab',b'2020_DLG_50541_36'
b'34005.',b'13-Aug-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'Construction of Concrete road from&amp;#x0d;\nBSF road towards Kamal Mandal&amp;#x0d;\nunder Debipur GP/ 05/14th CFC/DEBGP/2020-21 / 2020_ZPHD_289761_1',b'West Bengal',b'2020_ZPHD_289761_1'
b'34006.',b'30-Dec-2020 12:00 AM',b'15-Jul-2020 06:00 PM',"b'P/L interlocking tile various streets in Guru Teg Bahadur Enclave, W. No. 12./ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_33'",b'Punjab',b'2020_DLG_50541_33'
b'34007.',b'30-Dec-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'P/L interlocking tile in Link Street of Abohar Road Byepass ( S. Balwant Singh Dhani Street)  W No 14/ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_27',b'Punjab',b'2020_DLG_50541_27'
b'34008.',b'30-Dec-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'P/L interlocking tile in Street Shri Subhash Girdhar Advocate W No. 26/ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_28',b'Punjab',b'2020_DLG_50541_28'
b'34009.',b'21-Aug-2020 12:00 AM',b'15-Jul-2020 06:00 PM',"b'Annual / ordinary repair of various link roads (Group No.1) In Hodal Constituency (Road ID H-5054, 767, 7140, 737))./ HSAMB FARIDABAD 2020 / 2020_HBC_135867_1'",b'Haryana',b'2020_HBC_135867_1'
b'34010.',b'30-Jul-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'Improvement of road by cement concrete at Fatepur from Asraful Hoque to CC Road  Nurpur GP under suti-I Block/ 001/PRO/NURPUR/20-21(2ND CALL) / 2020_ZPHD_289764_8',b'West Bengal',b'2020_ZPHD_289764_8'
b'33991.',b'07-Oct-2020 12:00 AM',b'15-Jul-2020 06:00 PM',"b'S R work of PWD Ganghut at Churhat Near Old Bus stand , Sub Dn. Churhat, Distt. Sidhi PWD Building SOR date 24-08-17  &amp;#x0d;/ NIT 06 /SIDHI / 2020-21 /DT 09-07-20 / 2020_PWDRB_95868_1'",b'Madhya Pradesh',b'2020_PWDRB_95868_1'
b'33992.',b'24-Sep-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'Providing temporary protection by providing E.C Bags revtement to save C-land and village abadies of village Gurchak on left side of river Ravi US and DS of Tstud US of spur No 1 in Dharamkot Complex in Distt. Gurdaspur/ 17 / 2020_WR_50608_1',b'Punjab',b'2020_WR_50608_1'
b'33993.',b'21-Aug-2020 12:00 AM',b'15-Jul-2020 06:00 PM',"b'Annual / ordinary repair of various link roads (Group No.1) In Hodal Constituency (Road ID H-5054, 767, 7140, 737))./ HSAMB FARIDABAD 2020 / 2020_HBC_135867_1'",b'Haryana',b'2020_HBC_135867_1'
b'33994.',b'17-Aug-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'CONSTRUCTION OF CONCRETE ROAD VELANI PRY SCHOOL TO BANPARA  WITHIN DHABAN GRAM PANCHAYET UNDER 14TH CFC (BG) FUND DURING THE YEAR 2019-20/ NIeT-25 / 2020_ZPHD_289802_1',b'West Bengal',b'2020_ZPHD_289802_1'
b'33995.',b'30-Jul-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'Improvement of road and Gard Wall by cement concret  at Nurpur from CC road to Jumma Masjid of Nurpur GP under Suti-I Block./ 001/PRO/NURPUR/20-21(2ND CALL) / 2020_ZPHD_289764_5',b'West Bengal',b'2020_ZPHD_289764_5'
b'33996.',b'30-Jul-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'Improvement of road by cement concrete at Nurpur Katkaltala from Main Road to Juma Mosjid of Nurpur GP under suti-I Block/ 001/PRO/NURPUR/20-21(2ND CALL) / 2020_ZPHD_289764_4',b'West Bengal',b'2020_ZPHD_289764_4'
b'33997.',b'30-Jul-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'Improvement of road by cement concrete at Nayabahadurpur Anarul Sk Shop to Khairul Sk house of Nurpur GP under suti-I Block/ 001/PRO/NURPUR/20-21(2ND CALL) / 2020_ZPHD_289764_17',b'West Bengal',b'2020_ZPHD_289764_17'
b'33998.',b'30-Dec-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'P/L interlocking tile in Rakesh Choudhari Wali Street   W.No. 30./ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_42',b'Punjab',b'2020_DLG_50541_42'
b'33999.',b'30-Jul-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'Improvement of road by cement concrete at Sayedpur from Allauddin Sk house to Maimul Hoque house Nurpur GP under suti-I Block/ 001/PRO/NURPUR/20-21(2ND CALL) / 2020_ZPHD_289764_6',b'West Bengal',b'2020_ZPHD_289764_6'
b'34000.',b'30-Dec-2020 12:00 AM',b'15-Jul-2020 06:00 PM',"b'P/L interlocking tile various streets in Guru Teg Bahadur Enclave, W. No. 12./ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_33'",b'Punjab',b'2020_DLG_50541_33'
b'33981.',b'21-Aug-2020 12:00 AM',b'15-Jul-2020 06:00 PM',"b'Annual / ordinary repair of various link roads (Group No.4) In Palwal Constituency (Road ID H-723, 7622, 7623, 7657, 7658)./ HSAMB FARIDABAD 2020 / 2020_HBC_135864_1'",b'Haryana',b'2020_HBC_135864_1'
b'33982.',b'30-Dec-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'P/L interlocking tile Deputy Printing Press Wali Gali and link streets W.No. 30/ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_25',b'Punjab',b'2020_DLG_50541_25'
b'33983.',b'07-Oct-2020 12:00 AM',b'15-Jul-2020 06:00 PM',"b'S R work of PWD Ganghut at Churhat Near Old Bus stand , Sub Dn. Churhat, Distt. Sidhi PWD Building SOR date 24-08-17  &amp;#x0d;/ NIT 06 /SIDHI / 2020-21 /DT 09-07-20 / 2020_PWDRB_95868_1'",b'Madhya Pradesh',b'2020_PWDRB_95868_1'
b'33984.',b'12-Dec-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'Construction of RMC M-40 road from pataudi road entry point sector -10 to blue bells school ward no-13 Div-1 all other work contingent thereto to in MCG./ EE-I/MCG/2020/20766 dt. 15.07.2020 / 2020_HRY_135848_1',b'Haryana',b'2020_HRY_135848_1'
b'33985.',b'30-Jul-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'Improvement of road  and Drain by cement concrete at Nurpur Nazrul Sk house to Ummar Ali house of Nurpur GP under suti-I Block/ 001/PRO/NURPUR/20-21(2ND CALL) / 2020_ZPHD_289764_2',b'West Bengal',b'2020_ZPHD_289764_2'
b'33986.',b'21-Aug-2020 12:00 AM',b'15-Jul-2020 06:00 PM',"b'Annual / ordinary repair of various link roads (Group No.1) In Hodal Constituency (Road ID H-5054, 767, 7140, 737))./ HSAMB FARIDABAD 2020 / 2020_HBC_135867_1'",b'Haryana',b'2020_HBC_135867_1'
b'33987.',b'30-Dec-2020 12:00 AM',b'15-Jul-2020 06:00 PM',"b'P/L interlocking tile Goniana Road St. No. 11 and 17,  W.No. 18./ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_36'",b'Punjab',b'2020_DLG_50541_36'
b'33988.',b'17-Oct-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'Upgrading of CC Drain from Haradhan Mondals Shop to DharmodassPond  at the village Sekherdanga under Sompara-I Gram Panchayat/ 01/SOMPARA-I GP/2020-21 / 2020_ZPHD_289680_19',b'West Bengal',b'2020_ZPHD_289680_19'
b'33989.',b'30-Dec-2020 12:00 AM',b'15-Jul-2020 06:00 PM',"b'P/L interlocking tile Mour Road, opp. Guest House, Main and link street, W. No. 24./ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_39'",b'Punjab',b'2020_DLG_50541_39'
b'33990.',b'30-Dec-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'P/L interlocking tile and D.B. Paving in various streets       W. No. 25./ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_40',b'Punjab',b'2020_DLG_50541_40'
b'33961.',b'26-Nov-2020 12:00 AM',b'15-Jul-2020 06:55 PM',"b'Construction of 1 no. Semi permanent pump house including laying of pipe line, sluice valve chamber and Installation of pump motor set etc including all electrical accessories at Durbajoy Para under Bogafa R.D. Block during the year 2020-21./ 53/DNIeT/EE/DWS/BLN/2020-21 / 2020_CEDWS_11397_1'",b'Tripura',b'2020_CEDWS_11397_1'
b'33962.',b'06-Oct-2020 12:00 AM',b'15-Jul-2020 06:55 PM',b'Road restoration work at Different streches near  Kamarhati Municipality Til Gate  Tetultala crossing Elias Road on BTRoad 12_00 Kmp to 16Kmp Due to Damage  done by Relince Jio during the year 2020 2021/ WBPWD/EE/KND/NIeT-04/2020-2021 / 2020_WBPWD_289171_1',b'West Bengal',b'2020_WBPWD_289171_1'
b'33963.',b'23-Dec-2020 12:00 AM',b'15-Jul-2020 06:55 PM',b'ONLINE TENDER FOR&amp;#x0d;\nRate Contract of Child Health Equipment to be supplied and installed at Various Hospitals of Government of Madhya Pradesh for a Period of 18 months&amp;#x0d;/ T-084/MPPHSCL/Child Health Equipment /2020 / 2020_PHSCL_98200_1',b'Madhya Pradesh',b'2020_PHSCL_98200_1'
b'33964.',b'20-Nov-2020 12:00 AM',b'15-Jul-2020 06:55 PM',"b'Construction of 1 no. Semi permanent pump house including laying of pipe, sluice valve chamber and Installation of pump motor set etc including all electrical accessories at Guna Ch Para under Rupaichari RD Block during the year 2020-21./ 55/DNIeT/EE/DWS/BLN/2020-21 / 2020_CEDWS_11399_1'",b'Tripura',b'2020_CEDWS_11399_1'
b'33965.',b'07-Sep-2020 12:00 AM',b'15-Jul-2020 06:55 PM',"b'BRIDGE/ AEE/KyIP(O,M)/05/2020-21 / 2020_Irrig_371832_1'",b'Kerala',b'2020_Irrig_371832_1'
b'33966.',b'19-Oct-2020 12:00 AM',b'15-Jul-2020 06:55 PM',"b'Construction  of 2 nos  SBDTW with storage tank, Laying of  various dia Pipe Lines, Installation of Submersible Pump Motor set including other allied works under Satchand Block during the year 2020-21./ 46/DNIeT/EE/DWS/BLN/2020-21 / 2020_CEDWS_11381_1'",b'Tripura',b'2020_CEDWS_11381_1'
b'33967.',b'19-Oct-2020 12:00 AM',b'15-Jul-2020 06:55 PM',"b'Construction  of 2 nos  Small Bore Deep Tube Well with storage tank, Laying of  various dia Pipe Lines, Installation of Submersible Pump Motor set including other allied works under Satchand Block during the year 2020-21./ 47/DNIeT/EE/DWS/BLN/2020-21 / 2020_CEDWS_11383_1'",b'Tripura',b'2020_CEDWS_11383_1'
b'33968.',b'02-Nov-2020 12:00 AM',b'15-Jul-2020 06:55 PM',"b'Construction of 1 no. Semi permanent pump house including laying of pipe line, sluice valve chamber and Installation of pump motor set etc including all electrical accessories at Narayan Das Para under Satchand RD Block during the year 2020-21./ 54/DNIeT/EE/DWS/BLN/2020-21 / 2020_CEDWS_11398_1'",b'Tripura',b'2020_CEDWS_11398_1'
b'33969.',b'27-Jul-2020 12:00 AM',b'15-Jul-2020 06:55 PM',"b'Renovation of H. No.39 Type-3F in Sector-4, Chandigarh/ CP3/2020/7434-42 / 2020_CHD_56080_1'",b'Chandigarh UT',b'2020_CHD_56080_1'
b'33970.',b'21-Aug-2020 12:00 AM',b'15-Jul-2020 06:50 PM',"b'Annual / ordinary repair of various link roads (Group No.3) In Hathin Constituency (Road ID H-5167, 769, 715, 5965, 812)./ HSAMB FARIDABAD 2020 / 2020_HBC_135887_1'",b'Haryana',b'2020_HBC_135887_1'
b'33951.',b'08-Oct-2020 12:00 AM',b'16-Jul-2020 09:00 AM',b'General repair and renewal with PC on Bairkhar link road./ 1273/3A Dated-01.07.2020 / 2020_CEUVZ_493475_1',b'Uttar Pradesh',b'2020_CEUVZ_493475_1'
b'33952.',b'20-Aug-2020 12:00 AM',b'16-Jul-2020 09:00 AM',"b'P/Fixing Interlocking tiles 80mm thick on road berm (bothside) from College to Nagar Panchayat Limit, NP Bholath./ EO/NP/BLTH/2020-21/01 / 2020_DLG_50643_3'",b'Punjab',b'2020_DLG_50643_3'
b'33953.',b'08-Oct-2020 12:00 AM',b'16-Jul-2020 09:00 AM',b'General repair and renewal with PC on Bairkhar main road to Gaur basti link road./ 1273/3A Dated-01.07.2020 / 2020_CEUVZ_493480_1',b'Uttar Pradesh',b'2020_CEUVZ_493480_1'
b'33954.',b'19-Oct-2020 12:00 AM',b'16-Jul-2020 09:00 AM',"b'Laying I/L Tile Cheema Tent store to Kansal Kriyana store, Piran wala Gate, Sunam/ E-tender/MC/Sunam/2020-21/01 / 2020_DLG_50595_34'",b'Punjab',b'2020_DLG_50595_34'
b'33955.',b'19-Oct-2020 12:00 AM',b'16-Jul-2020 09:00 AM',"b'Construction of Drain only cup Street of Ravinder Bhardwaj Advocate, W.No. 14/ E-tender/MC/Sunam/2020-21/01 / 2020_DLG_50595_16'",b'Punjab',b'2020_DLG_50595_16'
b'33956.',b'18-Oct-2020 12:00 AM',b'16-Jul-2020 09:00 AM',b'General repair and renewal with PC on Khajuriya khari link road to Kurmi basti link road./ 1273/3A Dated-01.07.2020 / 2020_CEUVZ_493477_1',b'Uttar Pradesh',b'2020_CEUVZ_493477_1'
b'33957.',b'28-Jul-2020 10:52 AM',b'16-Jul-2020 12:47 AM',b'Procurement of Ferric alum and chlorine gas cylinders for maintenance of water supply improvement scheme(Old and New) under Municipal General Funds/ E1/ 28/alum/2019-20:Dt:01.07.2020 / 185540',b'Telegana',b'185540'
b'33958.',b'27-Jul-2020 12:00 AM',b'15-Jul-2020 06:55 PM',"b'Renovation of H. No.39 Type-3F in Sector-4, Chandigarh/ CP3/2020/7434-42 / 2020_CHD_56080_1'",b'Chandigarh UT',b'2020_CHD_56080_1'
b'33959.',b'06-Oct-2020 12:00 AM',b'15-Jul-2020 06:55 PM',b'Road restoration work at Different streches near  Kamarhati Municipality Til Gate  Tetultala crossing Elias Road on BTRoad 12_00 Kmp to 16Kmp Due to Damage  done by Relince Jio during the year 2020 2021/ WBPWD/EE/KND/NIeT-04/2020-2021 / 2020_WBPWD_289171_1',b'West Bengal',b'2020_WBPWD_289171_1'
b'33960.',b'23-Dec-2020 12:00 AM',b'15-Jul-2020 06:55 PM',b'ONLINE TENDER FOR&amp;#x0d;\nRate Contract of Child Health Equipment to be supplied and installed at Various Hospitals of Government of Madhya Pradesh for a Period of 18 months&amp;#x0d;/ T-084/MPPHSCL/Child Health Equipment /2020 / 2020_PHSCL_98200_1',b'Madhya Pradesh',b'2020_PHSCL_98200_1'
b'33951.',b'08-Oct-2020 12:00 AM',b'16-Jul-2020 09:00 AM',b'General repair and renewal with PC on Bairkhar link road./ 1273/3A Dated-01.07.2020 / 2020_CEUVZ_493475_1',b'Uttar Pradesh',b'2020_CEUVZ_493475_1'
b'33952.',b'20-Aug-2020 12:00 AM',b'16-Jul-2020 09:00 AM',"b'P/Fixing Interlocking tiles 80mm thick on road berm (bothside) from College to Nagar Panchayat Limit, NP Bholath./ EO/NP/BLTH/2020-21/01 / 2020_DLG_50643_3'",b'Punjab',b'2020_DLG_50643_3'
b'33953.',b'08-Oct-2020 12:00 AM',b'16-Jul-2020 09:00 AM',b'General repair and renewal with PC on Bairkhar main road to Gaur basti link road./ 1273/3A Dated-01.07.2020 / 2020_CEUVZ_493480_1',b'Uttar Pradesh',b'2020_CEUVZ_493480_1'
b'33954.',b'19-Oct-2020 12:00 AM',b'16-Jul-2020 09:00 AM',"b'Laying I/L Tile Cheema Tent store to Kansal Kriyana store, Piran wala Gate, Sunam/ E-tender/MC/Sunam/2020-21/01 / 2020_DLG_50595_34'",b'Punjab',b'2020_DLG_50595_34'
b'33955.',b'19-Oct-2020 12:00 AM',b'16-Jul-2020 09:00 AM',"b'Construction of Drain only cup Street of Ravinder Bhardwaj Advocate, W.No. 14/ E-tender/MC/Sunam/2020-21/01 / 2020_DLG_50595_16'",b'Punjab',b'2020_DLG_50595_16'
b'33956.',b'18-Oct-2020 12:00 AM',b'16-Jul-2020 09:00 AM',b'General repair and renewal with PC on Khajuriya khari link road to Kurmi basti link road./ 1273/3A Dated-01.07.2020 / 2020_CEUVZ_493477_1',b'Uttar Pradesh',b'2020_CEUVZ_493477_1'
b'33957.',b'28-Jul-2020 10:52 AM',b'16-Jul-2020 12:47 AM',b'Procurement of Ferric alum and chlorine gas cylinders for maintenance of water supply improvement scheme(Old and New) under Municipal General Funds/ E1/ 28/alum/2019-20:Dt:01.07.2020 / 185540',b'Telegana',b'185540'
b'33958.',b'27-Jul-2020 12:00 AM',b'15-Jul-2020 06:55 PM',"b'Renovation of H. No.39 Type-3F in Sector-4, Chandigarh/ CP3/2020/7434-42 / 2020_CHD_56080_1'",b'Chandigarh UT',b'2020_CHD_56080_1'
b'33959.',b'06-Oct-2020 12:00 AM',b'15-Jul-2020 06:55 PM',b'Road restoration work at Different streches near  Kamarhati Municipality Til Gate  Tetultala crossing Elias Road on BTRoad 12_00 Kmp to 16Kmp Due to Damage  done by Relince Jio during the year 2020 2021/ WBPWD/EE/KND/NIeT-04/2020-2021 / 2020_WBPWD_289171_1',b'West Bengal',b'2020_WBPWD_289171_1'
b'33960.',b'23-Dec-2020 12:00 AM',b'15-Jul-2020 06:55 PM',b'ONLINE TENDER FOR&amp;#x0d;\nRate Contract of Child Health Equipment to be supplied and installed at Various Hospitals of Government of Madhya Pradesh for a Period of 18 months&amp;#x0d;/ T-084/MPPHSCL/Child Health Equipment /2020 / 2020_PHSCL_98200_1',b'Madhya Pradesh',b'2020_PHSCL_98200_1'
b'33921.',b'12-Sep-2020 12:00 AM',b'16-Jul-2020 09:00 AM',"b'PROVIDING COMPUTER OPERATOR FOR THE OFFICE OF EXECUTIVE ENGINEER, HSVP ELECTRICAL DIVISION, PANCHKULA./ 19 / 2020_HBC_135796_1'",b'Haryana',b'2020_HBC_135796_1'
b'33922.',b'19-Oct-2020 12:00 AM',b'16-Jul-2020 09:00 AM',"b'Laying I/L Tile Ekta Nagar H/o Raj Kumar, Dev Singh, Chet Ram to Shamsher Singh, W.No. 15/ E-tender/MC/Sunam/2020-21/01 / 2020_DLG_50595_17'",b'Punjab',b'2020_DLG_50595_17'
b'33923.',b'16-Sep-2020 12:00 AM',b'16-Jul-2020 09:00 AM',b'Warje karwenagr karyalya antarg yenarya pra. Kra.32 va 42 madhil vividha pathawarela radaroda uchalne.&amp;#x0d;/ PMC/ZONE-3/2019/WARJE/-6-2020 / 2020_PMCP_594687_1',b'Maharashtra',b'2020_PMCP_594687_1'
b'33924.',b'19-Oct-2020 12:00 AM',b'16-Jul-2020 09:00 AM',"b'Laying I/L Tile, Drain and Road Gully Chamber Street No. 4 H/o Amarjeet and H/o Chandi Rice Mill, W.No. 18/ E-tender/MC/Sunam/2020-21/01 / 2020_DLG_50595_21'",b'Punjab',b'2020_DLG_50595_21'
b'33925.',b'19-Oct-2020 12:00 AM',b'16-Jul-2020 09:00 AM',"b'Construction of Drain Type-I, Hanjra Marg, W.No. 18/ E-tender/MC/Sunam/2020-21/01 / 2020_DLG_50595_22'",b'Punjab',b'2020_DLG_50595_22'
b'33926.',b'19-Oct-2020 12:00 AM',b'16-Jul-2020 09:00 AM',"b'Construction of Road Gullies/Drain H/o Amarjeet, Parkash Dabla and H/o Bogga M.C, W.No. 19/ E-tender/MC/Sunam/2020-21/01 / 2020_DLG_50595_23'",b'Punjab',b'2020_DLG_50595_23'
b'33927.',b'16-Sep-2020 12:00 AM',b'16-Jul-2020 09:00 AM',"b'Bhavn durusti ( shala  dawakhne market xetriya  karyaly, manpa wasahat  i.) durusti wisayk kame karane.&amp;#x0d;/ PMC/ZONE-3/2019/WARJE/-8-2020 / 2020_PMCP_594696_1'",b'Maharashtra',b'2020_PMCP_594696_1'
b'33928.',b'18-Nov-2020 12:00 AM',b'16-Jul-2020 09:00 AM',b'General repair and renewal with PC on Daxin Tola link road/ 1273/3A Dated-01.07.2020 / 2020_CEUVZ_492603_1',b'Uttar Pradesh',b'2020_CEUVZ_492603_1'
b'33929.',b'19-Oct-2020 12:00 AM',b'16-Jul-2020 09:00 AM',"b'Construction of Drain Tibbi Road Street Daljeet Singh and Dr. Raman, Raj Master, W.No. 2, Sai Basti, Sunam/ E-tender/MC/Sunam/2020-21/01 / 2020_DLG_50595_3'",b'Punjab',b'2020_DLG_50595_3'
b'33930.',b'16-Dec-2020 12:00 AM',b'16-Jul-2020 09:00 AM',"b'Construction of Elevated BG  Railway line  Viaduct on pile foundation and PSC superstructure, earthen embankment on approaches, retaining walls, Elevated Platform at Thanesar station and other ancillary works in cw elimination of 05 LC in KUK./ HRIDC/KET/31/2020/2 / 2020_HBC_135869_1'",b'Haryana',b'2020_HBC_135869_1'
b'33911.',b'20-Aug-2020 12:00 AM',b'16-Jul-2020 09:00 AM',"b'P/Fixiing Interlocking tiles 60mm thick Gali Dr.Mann wali,Ward No.3, NP Bholath./ EO/NP/BLTH/2020-21/01 / 2020_DLG_50643_7'",b'Punjab',b'2020_DLG_50643_7'
b'33912.',b'20-Aug-2020 12:00 AM',b'16-Jul-2020 09:00 AM',b'Const.of RMC Flooring Nadala road to Khassan Byepass&amp;#x0d;\nChowk. NP Bholath.&amp;#x0d;/ EO/NP/BLTH/2020-21/01 / 2020_DLG_50643_2',b'Punjab',b'2020_DLG_50643_2'
b'33913.',b'16-Sep-2020 12:00 AM',b'16-Jul-2020 09:00 AM',b'Warje karwenagr karyalya antarg yenarya pra. Kra.32 va 42 madhil vividha pathawarela radaroda uchalne.&amp;#x0d;/ PMC/ZONE-3/2019/WARJE/-6-2020 / 2020_PMCP_594687_1',b'Maharashtra',b'2020_PMCP_594687_1'
b'33914.',b'30-Oct-2020 12:00 AM',b'16-Jul-2020 09:00 AM',b'PROVIDING HT/LT LINE AND 200 KVA TRANSFORMER FOR ADDITIONAL POCKET OF SEC-21 (P-III) U/E PANCHKULA. (INCLUDING ONE YEAR FREE MTC./ DEFECT LIABILITY PERIOD FREE OF COST) (RECALL)/ 9_Recall / 2020_HBC_135798_1',b'Haryana',b'2020_HBC_135798_1'
b'33915.',b'16-Sep-2020 12:00 AM',b'16-Jul-2020 09:00 AM',b'CMLRRP- PLATHOTTAM KALARIKKAL ROAD RETARRING CH 0/00 TO 0/615/ 3 /AE /LSGD /TPBA / ETEN/20-21 / 2020_LSGD_372001_1',b'Kerala',b'2020_LSGD_372001_1'
b'33916.',b'19-Oct-2020 12:00 AM',b'16-Jul-2020 09:00 AM',"b'Laying I/L Tile and Drain Near Bhai Mool Chand Samadh, Jindal Hospital, Rishi Gas Agency, W.No. 14/ E-tender/MC/Sunam/2020-21/01 / 2020_DLG_50595_15'",b'Punjab',b'2020_DLG_50595_15'
b'33917.',b'19-Oct-2020 12:00 AM',b'16-Jul-2020 09:00 AM',"b'Laying I/L Tile and Drain Near H/o Leela Singh, Sukhi Gym, W.No. 11/ E-tender/MC/Sunam/2020-21/01 / 2020_DLG_50595_7'",b'Punjab',b'2020_DLG_50595_7'
